,,is_producer
Belize,Abaca,False
Belize,"Alcohol, Non-Food",False
Belize,Apples and products,False
Belize,Asses,False
Belize,Bananas,True
Belize,Barley and products,False
Belize,Beans,True
Belize,Beer,True
Belize,"Beverages, Alcoholic",True
Belize,"Beverages, Fermented",False
Belize,Bovine Meat,True
Belize,Buffaloes,False
Belize,"Butter, Ghee",False
Belize,"Camelids, other",False
Belize,Camels,False
Belize,Cassava and products,True
Belize,Cattle,True
Belize,"Cereals, Other",False
Belize,"Citrus, Other",False
Belize,Cloves,False
Belize,Cocoa Beans and products,True
Belize,Coconut Oil,False
Belize,Coconuts - Incl Copra,True
Belize,Coffee and products,True
Belize,Copra Cake,False
Belize,Cotton lint,False
Belize,Cottonseed,False
Belize,Cottonseed Cake,False
Belize,Cottonseed Oil,False
Belize,Dates,False
Belize,Eggs,True
Belize,"Fats, Animals, Raw",False
Belize,"Fish, Seafood",True
Belize,Fodder crops,False
Belize,"Fruits, Other",True
Belize,Goats,True
Belize,Grapefruit and products,True
Belize,Grapes and products (excl wine),False
Belize,Grazing,True
Belize,Groundnut Cake,False
Belize,Groundnut Oil,False
Belize,Groundnuts,True
Belize,"Hard Fibres, Other",False
Belize,Hides and skins,True
Belize,Honey,False
Belize,Hops,False
Belize,Horses,False
Belize,Jute,False
Belize,Jute-Like Fibres,False
Belize,"Lemons, Limes and products",False
Belize,Maize Germ Oil,False
Belize,Maize and products,True
Belize,"Meat, Other",False
Belize,Milk - Excluding Butter,True
Belize,Millet and products,False
Belize,Mules,False
Belize,Mutton & Goat Meat,False
Belize,Nuts and products,False
Belize,Oats,False
Belize,"Offals, Edible",False
Belize,"Oil, palm fruit",False
Belize,"Oilcrops Oil, Other",False
Belize,"Oilcrops, Other",False
Belize,"Oilseed Cakes, Other",False
Belize,Olive Oil,False
Belize,Olives (including preserved),False
Belize,Onions,True
Belize,"Oranges, Mandarines",True
Belize,Palm Oil,False
Belize,Palm kernels,False
Belize,Palmkernel Cake,False
Belize,Palmkernel Oil,False
Belize,Peas,True
Belize,Pepper,False
Belize,Pigmeat,True
Belize,Pigs,True
Belize,Pimento,False
Belize,Pineapples and products,True
Belize,Plantains,True
Belize,Potatoes and products,True
Belize,Poultry Birds,True
Belize,Poultry Meat,True
Belize,"Pulses, Other and products",False
Belize,Rabbits and hares,False
Belize,Rape and Mustard Cake,False
Belize,Rape and Mustard Oil,False
Belize,Rape and Mustardseed,False
Belize,Rice and products,True
Belize,Ricebran Oil,False
Belize,"Rodents, other",False
Belize,"Roots, Other",True
Belize,Rubber,False
Belize,Rye and products,False
Belize,Seed cotton,False
Belize,Sesame seed,False
Belize,Sesameseed Cake,False
Belize,Sesameseed Oil,False
Belize,Sheep,True
Belize,Silk,False
Belize,Sisal,False
Belize,"Soft-Fibres, Other",False
Belize,Sorghum and products,True
Belize,Soyabean Cake,True
Belize,Soyabean Oil,True
Belize,Soyabeans,True
Belize,"Spices, Other",False
Belize,Sugar (Raw Equivalent),True
Belize,Sugar beet,False
Belize,Sugar cane,True
Belize,Sugar non-centrifugal,False
Belize,Sunflower seed,False
Belize,Sunflowerseed Cake,False
Belize,Sunflowerseed Oil,False
Belize,Sweet potatoes,True
Belize,"Sweeteners, Other",True
Belize,Tea (including mate),False
Belize,Tobacco,False
Belize,Tomatoes and products,True
Belize,"Vegetables, Other",True
Belize,Wheat and products,False
Belize,Wine,False
Belize,Wool (Clean Eq.),False
Belize,Yams,True
Benin,Abaca,False
Benin,"Alcohol, Non-Food",False
Benin,Apples and products,False
Benin,Asses,False
Benin,Bananas,True
Benin,Barley and products,False
Benin,Beans,True
Benin,Beer,True
Benin,"Beverages, Alcoholic",False
Benin,"Beverages, Fermented",True
Benin,Bovine Meat,True
Benin,Buffaloes,False
Benin,"Butter, Ghee",False
Benin,"Camelids, other",False
Benin,Camels,False
Benin,Cassava and products,True
Benin,Cattle,True
Benin,"Cereals, Other",True
Benin,"Citrus, Other",False
Benin,Cloves,False
Benin,Cocoa Beans and products,False
Benin,Coconut Oil,True
Benin,Coconuts - Incl Copra,True
Benin,Coffee and products,True
Benin,Copra Cake,True
Benin,Cotton lint,True
Benin,Cottonseed,True
Benin,Cottonseed Cake,True
Benin,Cottonseed Oil,True
Benin,Dates,True
Benin,Eggs,True
Benin,"Fats, Animals, Raw",True
Benin,"Fish, Seafood",True
Benin,Fodder crops,False
Benin,"Fruits, Other",True
Benin,Goats,True
Benin,Grapefruit and products,False
Benin,Grapes and products (excl wine),False
Benin,Grazing,True
Benin,Groundnut Cake,True
Benin,Groundnut Oil,True
Benin,Groundnuts,True
Benin,"Hard Fibres, Other",False
Benin,Hides and skins,True
Benin,Honey,False
Benin,Hops,False
Benin,Horses,False
Benin,Jute,False
Benin,Jute-Like Fibres,False
Benin,"Lemons, Limes and products",False
Benin,Maize Germ Oil,False
Benin,Maize and products,True
Benin,"Meat, Other",False
Benin,Milk - Excluding Butter,True
Benin,Millet and products,True
Benin,Mules,False
Benin,Mutton & Goat Meat,True
Benin,Nuts and products,True
Benin,Oats,False
Benin,"Offals, Edible",True
Benin,"Oil, palm fruit",True
Benin,"Oilcrops Oil, Other",False
Benin,"Oilcrops, Other",True
Benin,"Oilseed Cakes, Other",False
Benin,Olive Oil,False
Benin,Olives (including preserved),False
Benin,Onions,True
Benin,"Oranges, Mandarines",True
Benin,Palm Oil,True
Benin,Palm kernels,True
Benin,Palmkernel Cake,True
Benin,Palmkernel Oil,True
Benin,Peas,False
Benin,Pepper,True
Benin,Pigmeat,True
Benin,Pigs,True
Benin,Pimento,True
Benin,Pineapples and products,True
Benin,Plantains,False
Benin,Potatoes and products,True
Benin,Poultry Birds,True
Benin,Poultry Meat,True
Benin,"Pulses, Other and products",True
Benin,Rabbits and hares,False
Benin,Rape and Mustard Cake,False
Benin,Rape and Mustard Oil,False
Benin,Rape and Mustardseed,False
Benin,Rice and products,True
Benin,Ricebran Oil,False
Benin,"Rodents, other",False
Benin,"Roots, Other",True
Benin,Rubber,False
Benin,Rye and products,False
Benin,Seed cotton,True
Benin,Sesame seed,True
Benin,Sesameseed Cake,False
Benin,Sesameseed Oil,False
Benin,Sheep,True
Benin,Silk,False
Benin,Sisal,False
Benin,"Soft-Fibres, Other",False
Benin,Sorghum and products,True
Benin,Soyabean Cake,True
Benin,Soyabean Oil,True
Benin,Soyabeans,True
Benin,"Spices, Other",False
Benin,Sugar (Raw Equivalent),True
Benin,Sugar beet,False
Benin,Sugar cane,True
Benin,Sugar non-centrifugal,False
Benin,Sunflower seed,False
Benin,Sunflowerseed Cake,False
Benin,Sunflowerseed Oil,False
Benin,Sweet potatoes,True
Benin,"Sweeteners, Other",True
Benin,Tea (including mate),False
Benin,Tobacco,True
Benin,Tomatoes and products,True
Benin,"Vegetables, Other",True
Benin,Wheat and products,False
Benin,Wine,False
Benin,Wool (Clean Eq.),False
Benin,Yams,True
Bolivia (Plurinational State of),Abaca,False
Bolivia (Plurinational State of),"Alcohol, Non-Food",True
Bolivia (Plurinational State of),Apples and products,True
Bolivia (Plurinational State of),Asses,False
Bolivia (Plurinational State of),Bananas,True
Bolivia (Plurinational State of),Barley and products,True
Bolivia (Plurinational State of),Beans,True
Bolivia (Plurinational State of),Beer,True
Bolivia (Plurinational State of),"Beverages, Alcoholic",False
Bolivia (Plurinational State of),"Beverages, Fermented",False
Bolivia (Plurinational State of),Bovine Meat,True
Bolivia (Plurinational State of),Buffaloes,False
Bolivia (Plurinational State of),"Butter, Ghee",True
Bolivia (Plurinational State of),"Camelids, other",True
Bolivia (Plurinational State of),Camels,False
Bolivia (Plurinational State of),Cassava and products,True
Bolivia (Plurinational State of),Cattle,True
Bolivia (Plurinational State of),"Cereals, Other",True
Bolivia (Plurinational State of),"Citrus, Other",False
Bolivia (Plurinational State of),Cloves,False
Bolivia (Plurinational State of),Cocoa Beans and products,True
Bolivia (Plurinational State of),Coconut Oil,False
Bolivia (Plurinational State of),Coconuts - Incl Copra,False
Bolivia (Plurinational State of),Coffee and products,True
Bolivia (Plurinational State of),Copra Cake,False
Bolivia (Plurinational State of),Cotton lint,True
Bolivia (Plurinational State of),Cottonseed,True
Bolivia (Plurinational State of),Cottonseed Cake,True
Bolivia (Plurinational State of),Cottonseed Oil,True
Bolivia (Plurinational State of),Dates,False
Bolivia (Plurinational State of),Eggs,True
Bolivia (Plurinational State of),"Fats, Animals, Raw",True
Bolivia (Plurinational State of),"Fish, Seafood",True
Bolivia (Plurinational State of),Fodder crops,True
Bolivia (Plurinational State of),"Fruits, Other",True
Bolivia (Plurinational State of),Goats,True
Bolivia (Plurinational State of),Grapefruit and products,True
Bolivia (Plurinational State of),Grapes and products (excl wine),True
Bolivia (Plurinational State of),Grazing,True
Bolivia (Plurinational State of),Groundnut Cake,True
Bolivia (Plurinational State of),Groundnut Oil,True
Bolivia (Plurinational State of),Groundnuts,True
Bolivia (Plurinational State of),"Hard Fibres, Other",False
Bolivia (Plurinational State of),Hides and skins,True
Bolivia (Plurinational State of),Honey,True
Bolivia (Plurinational State of),Hops,False
Bolivia (Plurinational State of),Horses,False
Bolivia (Plurinational State of),Jute,False
Bolivia (Plurinational State of),Jute-Like Fibres,False
Bolivia (Plurinational State of),"Lemons, Limes and products",True
Bolivia (Plurinational State of),Maize Germ Oil,False
Bolivia (Plurinational State of),Maize and products,True
Bolivia (Plurinational State of),"Meat, Other",True
Bolivia (Plurinational State of),Milk - Excluding Butter,True
Bolivia (Plurinational State of),Millet and products,False
Bolivia (Plurinational State of),Mules,False
Bolivia (Plurinational State of),Mutton & Goat Meat,True
Bolivia (Plurinational State of),Nuts and products,True
Bolivia (Plurinational State of),Oats,True
Bolivia (Plurinational State of),"Offals, Edible",True
Bolivia (Plurinational State of),"Oil, palm fruit",False
Bolivia (Plurinational State of),"Oilcrops Oil, Other",True
Bolivia (Plurinational State of),"Oilcrops, Other",True
Bolivia (Plurinational State of),"Oilseed Cakes, Other",False
Bolivia (Plurinational State of),Olive Oil,False
Bolivia (Plurinational State of),Olives (including preserved),False
Bolivia (Plurinational State of),Onions,True
Bolivia (Plurinational State of),"Oranges, Mandarines",True
Bolivia (Plurinational State of),Palm Oil,False
Bolivia (Plurinational State of),Palm kernels,False
Bolivia (Plurinational State of),Palmkernel Cake,False
Bolivia (Plurinational State of),Palmkernel Oil,False
Bolivia (Plurinational State of),Peas,True
Bolivia (Plurinational State of),Pepper,False
Bolivia (Plurinational State of),Pigmeat,True
Bolivia (Plurinational State of),Pigs,True
Bolivia (Plurinational State of),Pimento,False
Bolivia (Plurinational State of),Pineapples and products,True
Bolivia (Plurinational State of),Plantains,True
Bolivia (Plurinational State of),Potatoes and products,True
Bolivia (Plurinational State of),Poultry Birds,True
Bolivia (Plurinational State of),Poultry Meat,True
Bolivia (Plurinational State of),"Pulses, Other and products",True
Bolivia (Plurinational State of),Rabbits and hares,True
Bolivia (Plurinational State of),Rape and Mustard Cake,False
Bolivia (Plurinational State of),Rape and Mustard Oil,False
Bolivia (Plurinational State of),Rape and Mustardseed,False
Bolivia (Plurinational State of),Rice and products,True
Bolivia (Plurinational State of),Ricebran Oil,False
Bolivia (Plurinational State of),"Rodents, other",True
Bolivia (Plurinational State of),"Roots, Other",True
Bolivia (Plurinational State of),Rubber,True
Bolivia (Plurinational State of),Rye and products,True
Bolivia (Plurinational State of),Seed cotton,True
Bolivia (Plurinational State of),Sesame seed,True
Bolivia (Plurinational State of),Sesameseed Cake,False
Bolivia (Plurinational State of),Sesameseed Oil,False
Bolivia (Plurinational State of),Sheep,True
Bolivia (Plurinational State of),Silk,False
Bolivia (Plurinational State of),Sisal,False
Bolivia (Plurinational State of),"Soft-Fibres, Other",False
Bolivia (Plurinational State of),Sorghum and products,True
Bolivia (Plurinational State of),Soyabean Cake,True
Bolivia (Plurinational State of),Soyabean Oil,True
Bolivia (Plurinational State of),Soyabeans,True
Bolivia (Plurinational State of),"Spices, Other",True
Bolivia (Plurinational State of),Sugar (Raw Equivalent),True
Bolivia (Plurinational State of),Sugar beet,False
Bolivia (Plurinational State of),Sugar cane,True
Bolivia (Plurinational State of),Sugar non-centrifugal,False
Bolivia (Plurinational State of),Sunflower seed,True
Bolivia (Plurinational State of),Sunflowerseed Cake,True
Bolivia (Plurinational State of),Sunflowerseed Oil,True
Bolivia (Plurinational State of),Sweet potatoes,True
Bolivia (Plurinational State of),"Sweeteners, Other",True
Bolivia (Plurinational State of),Tea (including mate),True
Bolivia (Plurinational State of),Tobacco,True
Bolivia (Plurinational State of),Tomatoes and products,True
Bolivia (Plurinational State of),"Vegetables, Other",True
Bolivia (Plurinational State of),Wheat and products,True
Bolivia (Plurinational State of),Wine,True
Bolivia (Plurinational State of),Wool (Clean Eq.),True
Bolivia (Plurinational State of),Yams,False
Bosnia and Herzegovina,Abaca,False
Bosnia and Herzegovina,"Alcohol, Non-Food",False
Bosnia and Herzegovina,Apples and products,True
Bosnia and Herzegovina,Asses,False
Bosnia and Herzegovina,Bananas,False
Bosnia and Herzegovina,Barley and products,True
Bosnia and Herzegovina,Beans,True
Bosnia and Herzegovina,Beer,True
Bosnia and Herzegovina,"Beverages, Alcoholic",True
Bosnia and Herzegovina,"Beverages, Fermented",False
Bosnia and Herzegovina,Bovine Meat,True
Bosnia and Herzegovina,Buffaloes,False
Bosnia and Herzegovina,"Butter, Ghee",False
Bosnia and Herzegovina,"Camelids, other",False
Bosnia and Herzegovina,Camels,False
Bosnia and Herzegovina,Cassava and products,False
Bosnia and Herzegovina,Cattle,True
Bosnia and Herzegovina,"Cereals, Other",True
Bosnia and Herzegovina,"Citrus, Other",False
Bosnia and Herzegovina,Cloves,False
Bosnia and Herzegovina,Cocoa Beans and products,False
Bosnia and Herzegovina,Coconut Oil,False
Bosnia and Herzegovina,Coconuts - Incl Copra,False
Bosnia and Herzegovina,Coffee and products,False
Bosnia and Herzegovina,Copra Cake,False
Bosnia and Herzegovina,Cotton lint,False
Bosnia and Herzegovina,Cottonseed,False
Bosnia and Herzegovina,Cottonseed Cake,False
Bosnia and Herzegovina,Cottonseed Oil,False
Bosnia and Herzegovina,Dates,False
Bosnia and Herzegovina,Eggs,True
Bosnia and Herzegovina,"Fats, Animals, Raw",True
Bosnia and Herzegovina,"Fish, Seafood",True
Bosnia and Herzegovina,Fodder crops,True
Bosnia and Herzegovina,"Fruits, Other",True
Bosnia and Herzegovina,Goats,False
Bosnia and Herzegovina,Grapefruit and products,False
Bosnia and Herzegovina,Grapes and products (excl wine),True
Bosnia and Herzegovina,Grazing,True
Bosnia and Herzegovina,Groundnut Cake,False
Bosnia and Herzegovina,Groundnut Oil,False
Bosnia and Herzegovina,Groundnuts,False
Bosnia and Herzegovina,"Hard Fibres, Other",False
Bosnia and Herzegovina,Hides and skins,True
Bosnia and Herzegovina,Honey,True
Bosnia and Herzegovina,Hops,False
Bosnia and Herzegovina,Horses,True
Bosnia and Herzegovina,Jute,False
Bosnia and Herzegovina,Jute-Like Fibres,False
Bosnia and Herzegovina,"Lemons, Limes and products",True
Bosnia and Herzegovina,Maize Germ Oil,False
Bosnia and Herzegovina,Maize and products,True
Bosnia and Herzegovina,"Meat, Other",False
Bosnia and Herzegovina,Milk - Excluding Butter,True
Bosnia and Herzegovina,Millet and products,False
Bosnia and Herzegovina,Mules,False
Bosnia and Herzegovina,Mutton & Goat Meat,True
Bosnia and Herzegovina,Nuts and products,True
Bosnia and Herzegovina,Oats,True
Bosnia and Herzegovina,"Offals, Edible",True
Bosnia and Herzegovina,"Oil, palm fruit",False
Bosnia and Herzegovina,"Oilcrops Oil, Other",True
Bosnia and Herzegovina,"Oilcrops, Other",False
Bosnia and Herzegovina,"Oilseed Cakes, Other",False
Bosnia and Herzegovina,Olive Oil,False
Bosnia and Herzegovina,Olives (including preserved),True
Bosnia and Herzegovina,Onions,True
Bosnia and Herzegovina,"Oranges, Mandarines",True
Bosnia and Herzegovina,Palm Oil,False
Bosnia and Herzegovina,Palm kernels,False
Bosnia and Herzegovina,Palmkernel Cake,False
Bosnia and Herzegovina,Palmkernel Oil,False
Bosnia and Herzegovina,Peas,True
Bosnia and Herzegovina,Pepper,False
Bosnia and Herzegovina,Pigmeat,True
Bosnia and Herzegovina,Pigs,True
Bosnia and Herzegovina,Pimento,True
Bosnia and Herzegovina,Pineapples and products,False
Bosnia and Herzegovina,Plantains,False
Bosnia and Herzegovina,Potatoes and products,True
Bosnia and Herzegovina,Poultry Birds,True
Bosnia and Herzegovina,Poultry Meat,True
Bosnia and Herzegovina,"Pulses, Other and products",True
Bosnia and Herzegovina,Rabbits and hares,False
Bosnia and Herzegovina,Rape and Mustard Cake,True
Bosnia and Herzegovina,Rape and Mustard Oil,True
Bosnia and Herzegovina,Rape and Mustardseed,True
Bosnia and Herzegovina,Rice and products,False
Bosnia and Herzegovina,Ricebran Oil,False
Bosnia and Herzegovina,"Rodents, other",False
Bosnia and Herzegovina,"Roots, Other",False
Bosnia and Herzegovina,Rubber,False
Bosnia and Herzegovina,Rye and products,True
Bosnia and Herzegovina,Seed cotton,False
Bosnia and Herzegovina,Sesame seed,False
Bosnia and Herzegovina,Sesameseed Cake,False
Bosnia and Herzegovina,Sesameseed Oil,False
Bosnia and Herzegovina,Sheep,False
Bosnia and Herzegovina,Silk,False
Bosnia and Herzegovina,Sisal,False
Bosnia and Herzegovina,"Soft-Fibres, Other",False
Bosnia and Herzegovina,Sorghum and products,False
Bosnia and Herzegovina,Soyabean Cake,True
Bosnia and Herzegovina,Soyabean Oil,True
Bosnia and Herzegovina,Soyabeans,True
Bosnia and Herzegovina,"Spices, Other",True
Bosnia and Herzegovina,Sugar (Raw Equivalent),False
Bosnia and Herzegovina,Sugar beet,True
Bosnia and Herzegovina,Sugar cane,False
Bosnia and Herzegovina,Sugar non-centrifugal,False
Bosnia and Herzegovina,Sunflower seed,True
Bosnia and Herzegovina,Sunflowerseed Cake,True
Bosnia and Herzegovina,Sunflowerseed Oil,True
Bosnia and Herzegovina,Sweet potatoes,False
Bosnia and Herzegovina,"Sweeteners, Other",True
Bosnia and Herzegovina,Tea (including mate),False
Bosnia and Herzegovina,Tobacco,True
Bosnia and Herzegovina,Tomatoes and products,True
Bosnia and Herzegovina,"Vegetables, Other",True
Bosnia and Herzegovina,Wheat and products,True
Bosnia and Herzegovina,Wine,True
Bosnia and Herzegovina,Wool (Clean Eq.),True
Bosnia and Herzegovina,Yams,False
Botswana,Abaca,False
Botswana,"Alcohol, Non-Food",False
Botswana,Apples and products,False
Botswana,Asses,False
Botswana,Bananas,False
Botswana,Barley and products,False
Botswana,Beans,False
Botswana,Beer,True
Botswana,"Beverages, Alcoholic",True
Botswana,"Beverages, Fermented",False
Botswana,Bovine Meat,True
Botswana,Buffaloes,False
Botswana,"Butter, Ghee",True
Botswana,"Camelids, other",False
Botswana,Camels,False
Botswana,Cassava and products,False
Botswana,Cattle,True
Botswana,"Cereals, Other",True
Botswana,"Citrus, Other",False
Botswana,Cloves,False
Botswana,Cocoa Beans and products,False
Botswana,Coconut Oil,False
Botswana,Coconuts - Incl Copra,False
Botswana,Coffee and products,False
Botswana,Copra Cake,False
Botswana,Cotton lint,True
Botswana,Cottonseed,True
Botswana,Cottonseed Cake,True
Botswana,Cottonseed Oil,True
Botswana,Dates,False
Botswana,Eggs,True
Botswana,"Fats, Animals, Raw",True
Botswana,"Fish, Seafood",True
Botswana,Fodder crops,False
Botswana,"Fruits, Other",True
Botswana,Goats,True
Botswana,Grapefruit and products,False
Botswana,Grapes and products (excl wine),False
Botswana,Grazing,True
Botswana,Groundnut Cake,True
Botswana,Groundnut Oil,True
Botswana,Groundnuts,True
Botswana,"Hard Fibres, Other",False
Botswana,Hides and skins,True
Botswana,Honey,False
Botswana,Hops,False
Botswana,Horses,False
Botswana,Jute,False
Botswana,Jute-Like Fibres,False
Botswana,"Lemons, Limes and products",False
Botswana,Maize Germ Oil,False
Botswana,Maize and products,True
Botswana,"Meat, Other",True
Botswana,Milk - Excluding Butter,True
Botswana,Millet and products,True
Botswana,Mules,False
Botswana,Mutton & Goat Meat,True
Botswana,Nuts and products,False
Botswana,Oats,False
Botswana,"Offals, Edible",True
Botswana,"Oil, palm fruit",False
Botswana,"Oilcrops Oil, Other",False
Botswana,"Oilcrops, Other",False
Botswana,"Oilseed Cakes, Other",False
Botswana,Olive Oil,False
Botswana,Olives (including preserved),False
Botswana,Onions,True
Botswana,"Oranges, Mandarines",True
Botswana,Palm Oil,False
Botswana,Palm kernels,False
Botswana,Palmkernel Cake,False
Botswana,Palmkernel Oil,False
Botswana,Peas,False
Botswana,Pepper,False
Botswana,Pigmeat,False
Botswana,Pigs,True
Botswana,Pimento,False
Botswana,Pineapples and products,False
Botswana,Plantains,False
Botswana,Potatoes and products,True
Botswana,Poultry Birds,True
Botswana,Poultry Meat,True
Botswana,"Pulses, Other and products",True
Botswana,Rabbits and hares,True
Botswana,Rape and Mustard Cake,False
Botswana,Rape and Mustard Oil,False
Botswana,Rape and Mustardseed,False
Botswana,Rice and products,False
Botswana,Ricebran Oil,False
Botswana,"Rodents, other",False
Botswana,"Roots, Other",True
Botswana,Rubber,False
Botswana,Rye and products,False
Botswana,Seed cotton,True
Botswana,Sesame seed,False
Botswana,Sesameseed Cake,False
Botswana,Sesameseed Oil,False
Botswana,Sheep,True
Botswana,Silk,False
Botswana,Sisal,False
Botswana,"Soft-Fibres, Other",False
Botswana,Sorghum and products,True
Botswana,Soyabean Cake,False
Botswana,Soyabean Oil,False
Botswana,Soyabeans,False
Botswana,"Spices, Other",False
Botswana,Sugar (Raw Equivalent),False
Botswana,Sugar beet,False
Botswana,Sugar cane,False
Botswana,Sugar non-centrifugal,False
Botswana,Sunflower seed,True
Botswana,Sunflowerseed Cake,False
Botswana,Sunflowerseed Oil,False
Botswana,Sweet potatoes,True
Botswana,"Sweeteners, Other",False
Botswana,Tea (including mate),False
Botswana,Tobacco,False
Botswana,Tomatoes and products,True
Botswana,"Vegetables, Other",True
Botswana,Wheat and products,True
Botswana,Wine,False
Botswana,Wool (Clean Eq.),False
Botswana,Yams,False
Brazil,Abaca,False
Brazil,"Alcohol, Non-Food",True
Brazil,Apples and products,True
Brazil,Asses,False
Brazil,Bananas,True
Brazil,Barley and products,True
Brazil,Beans,True
Brazil,Beer,True
Brazil,"Beverages, Alcoholic",True
Brazil,"Beverages, Fermented",True
Brazil,Bovine Meat,True
Brazil,Buffaloes,False
Brazil,"Butter, Ghee",True
Brazil,"Camelids, other",True
Brazil,Camels,False
Brazil,Cassava and products,True
Brazil,Cattle,True
Brazil,"Cereals, Other",True
Brazil,"Citrus, Other",True
Brazil,Cloves,False
Brazil,Cocoa Beans and products,True
Brazil,Coconut Oil,True
Brazil,Coconuts - Incl Copra,True
Brazil,Coffee and products,True
Brazil,Copra Cake,True
Brazil,Cotton lint,True
Brazil,Cottonseed,True
Brazil,Cottonseed Cake,True
Brazil,Cottonseed Oil,True
Brazil,Dates,False
Brazil,Eggs,True
Brazil,"Fats, Animals, Raw",True
Brazil,"Fish, Seafood",True
Brazil,Fodder crops,False
Brazil,"Fruits, Other",True
Brazil,Goats,True
Brazil,Grapefruit and products,True
Brazil,Grapes and products (excl wine),True
Brazil,Grazing,True
Brazil,Groundnut Cake,True
Brazil,Groundnut Oil,True
Brazil,Groundnuts,True
Brazil,"Hard Fibres, Other",True
Brazil,Hides and skins,True
Brazil,Honey,True
Brazil,Hops,False
Brazil,Horses,True
Brazil,Jute,True
Brazil,Jute-Like Fibres,True
Brazil,"Lemons, Limes and products",True
Brazil,Maize Germ Oil,True
Brazil,Maize and products,True
Brazil,"Meat, Other",True
Brazil,Milk - Excluding Butter,True
Brazil,Millet and products,False
Brazil,Mules,False
Brazil,Mutton & Goat Meat,True
Brazil,Nuts and products,True
Brazil,Oats,True
Brazil,"Offals, Edible",True
Brazil,"Oil, palm fruit",True
Brazil,"Oilcrops Oil, Other",True
Brazil,"Oilcrops, Other",True
Brazil,"Oilseed Cakes, Other",True
Brazil,Olive Oil,False
Brazil,Olives (including preserved),True
Brazil,Onions,True
Brazil,"Oranges, Mandarines",True
Brazil,Palm Oil,True
Brazil,Palm kernels,True
Brazil,Palmkernel Cake,True
Brazil,Palmkernel Oil,True
Brazil,Peas,True
Brazil,Pepper,True
Brazil,Pigmeat,True
Brazil,Pigs,True
Brazil,Pimento,False
Brazil,Pineapples and products,True
Brazil,Plantains,False
Brazil,Potatoes and products,True
Brazil,Poultry Birds,True
Brazil,Poultry Meat,True
Brazil,"Pulses, Other and products",True
Brazil,Rabbits and hares,True
Brazil,Rape and Mustard Cake,True
Brazil,Rape and Mustard Oil,True
Brazil,Rape and Mustardseed,True
Brazil,Rice and products,True
Brazil,Ricebran Oil,True
Brazil,"Rodents, other",False
Brazil,"Roots, Other",False
Brazil,Rubber,True
Brazil,Rye and products,True
Brazil,Seed cotton,True
Brazil,Sesame seed,True
Brazil,Sesameseed Cake,False
Brazil,Sesameseed Oil,False
Brazil,Sheep,True
Brazil,Silk,True
Brazil,Sisal,True
Brazil,"Soft-Fibres, Other",False
Brazil,Sorghum and products,True
Brazil,Soyabean Cake,True
Brazil,Soyabean Oil,True
Brazil,Soyabeans,True
Brazil,"Spices, Other",False
Brazil,Sugar (Raw Equivalent),True
Brazil,Sugar beet,False
Brazil,Sugar cane,True
Brazil,Sugar non-centrifugal,True
Brazil,Sunflower seed,True
Brazil,Sunflowerseed Cake,True
Brazil,Sunflowerseed Oil,True
Brazil,Sweet potatoes,True
Brazil,"Sweeteners, Other",True
Brazil,Tea (including mate),True
Brazil,Tobacco,True
Brazil,Tomatoes and products,True
Brazil,"Vegetables, Other",True
Brazil,Wheat and products,True
Brazil,Wine,True
Brazil,Wool (Clean Eq.),True
Brazil,Yams,True
Brunei Darussalam,Abaca,False
Brunei Darussalam,"Alcohol, Non-Food",False
Brunei Darussalam,Apples and products,False
Brunei Darussalam,Asses,False
Brunei Darussalam,Bananas,True
Brunei Darussalam,Barley and products,False
Brunei Darussalam,Beans,False
Brunei Darussalam,Beer,False
Brunei Darussalam,"Beverages, Alcoholic",False
Brunei Darussalam,"Beverages, Fermented",False
Brunei Darussalam,Bovine Meat,True
Brunei Darussalam,Buffaloes,True
Brunei Darussalam,"Butter, Ghee",False
Brunei Darussalam,"Camelids, other",False
Brunei Darussalam,Camels,False
Brunei Darussalam,Cassava and products,True
Brunei Darussalam,Cattle,False
Brunei Darussalam,"Cereals, Other",False
Brunei Darussalam,"Citrus, Other",False
Brunei Darussalam,Cloves,False
Brunei Darussalam,Cocoa Beans and products,False
Brunei Darussalam,Coconut Oil,False
Brunei Darussalam,Coconuts - Incl Copra,True
Brunei Darussalam,Coffee and products,False
Brunei Darussalam,Copra Cake,False
Brunei Darussalam,Cotton lint,False
Brunei Darussalam,Cottonseed,False
Brunei Darussalam,Cottonseed Cake,False
Brunei Darussalam,Cottonseed Oil,False
Brunei Darussalam,Dates,False
Brunei Darussalam,Eggs,False
Brunei Darussalam,"Fats, Animals, Raw",False
Brunei Darussalam,"Fish, Seafood",False
Brunei Darussalam,Fodder crops,False
Brunei Darussalam,"Fruits, Other",True
Brunei Darussalam,Goats,True
Brunei Darussalam,Grapefruit and products,False
Brunei Darussalam,Grapes and products (excl wine),False
Brunei Darussalam,Grazing,True
Brunei Darussalam,Groundnut Cake,False
Brunei Darussalam,Groundnut Oil,False
Brunei Darussalam,Groundnuts,False
Brunei Darussalam,"Hard Fibres, Other",False
Brunei Darussalam,Hides and skins,True
Brunei Darussalam,Honey,False
Brunei Darussalam,Hops,False
Brunei Darussalam,Horses,False
Brunei Darussalam,Jute,False
Brunei Darussalam,Jute-Like Fibres,False
Brunei Darussalam,"Lemons, Limes and products",True
Brunei Darussalam,Maize Germ Oil,False
Brunei Darussalam,Maize and products,False
